,Longitude,Latitude,Date,Survey_Type
48255,77_0.79 W,38_56.79 N,21-Jul-13,N/A
203520,77_2.72 W,38_54.4 N,21-Jul-13,N/A
214223,77_0.15 W,38_54.24 N,21-Jul-13,N/A
111357,77_0.23 W,38_55.82 N,21-Jul-13,N/A
94856,77_3.83 W,38_56.07 N,21-Jul-13,N/A
177679,77_0.58 W,38_54.8 N,21-Jul-13,N/A
495,77_4.15 W,38_57.52 N,21-Jul-13,N/A
109664,77_3.75 W,38_57.36 N,21-Jul-13,N/A
170025,77_1.24 W,38_54.92 N,21-Jul-13,N/A
35636,77_3.55 W,38_56.98 N,21-Jul-13,N/A
119921,76_59.93 W,38_55.69 N,21-Jul-13,N/A
82972,77_4.14 W,38_56.25 N,21-Jul-13,N/A
138626,77_2.31 W,38_55.4 N,21-Jul-13,N/A
29164,77_2.01 W,38_57.08 N,21-Jul-13,N/A
58040,77_2.37 W,38_56.64 N,21-Jul-13,N/A
186465,77_2.64 W,38_54.67 N,21-Jul-13,N/A
111193,77_1.76 W,38_55.82 N,21-Jul-13,N/A
126476,77_0.68 W,38_55.59 N,21-Jul-13,N/A
216098,77_0.35 W,38_54.22 N,21-Jul-13,N/A
144388,77_1.62 W,38_55.31 N,21-Jul-13,N/A
21233,77_0.83 W,38_57.2 N,21-Jul-13,N/A
48691,77_1.14 W,38_56.78 N,21-Jul-13,N/A
132029,77_1.95 W,38_55.5 N,21-Jul-13,N/A
28133,77_2.79 W,38_57.1 N,21-Jul-13,N/A
29669,77_1.72 W,38_57.07 N,21-Jul-13,N/A
175010,77_3.38 W,38_54.84 N,21-Jul-13,N/A
42056,77_1.13 W,38_56.88 N,21-Jul-13,N/A
192447,77_4.32 W,38_54.57 N,21-Jul-13,N/A
90428,77_0.91 W,38_56.14 N,21-Jul-13,N/A
35520,77_0.2 W,38_56.99 N,21-Jul-13,N/A
180243,77_3.2 W,38_54.76 N,21-Jul-13,N/A
89916,77_1.26 W,38_56.15 N,21-Jul-13,N/A
189824,77_2.26 W,38_54.62 N,21-Jul-13,N/A
24814,77_2.8 W,38_57.15 N,21-Jul-13,N/A
97315,77_2.99 W,38_56.03 N,21-Jul-13,N/A
37696,77_2.01 W,38_56.95 N,21-Jul-13,N/A
13527,77_1.97 W,38_57.32 N,21-Jul-13,N/A
214794,77_3.68 W,38_54.23 N,21-Jul-13,N/A
143392,77_2.07 W,38_55.33 N,21-Jul-13,N/A
184923,77_3.76 W,38_54.69 N,21-Jul-13,N/A
84583,77_2.38 W,38_56.23 N,21-Jul-13,N/A
84783,77_0.51 W,38_56.23 N,21-Jul-13,N/A
117484,77_0.55 W,38_55.73 N,21-Jul-13,N/A
157343,77_0.15 W,38_55.12 N,21-Jul-13,N/A
113932,77_2.74 W,38_55.78 N,21-Jul-13,N/A
113531,77_2.06 W,38_55.79 N,21-Jul-13,N/A
191357,77_1.22 W,38_54.59 N,21-Jul-13,N/A
171334,77_2.29 W,38_54.9 N,21-Jul-13,N/A
68475,77_2.3 W,38_56.48 N,21-Jul-13,N/A
186152,77_1.13 W,38_54.67 N,21-Jul-13,N/A
24615,77_0.23 W,38_57.15 N,21-Jul-13,N/A
108237,77_2.81 W,38_55.87 N,21-Jul-13,N/A
178842,77_3 W,38_54.78 N,21-Jul-13,N/A
151146,77_0.48 W,38_55.21 N,21-Jul-13,N/A
37076,77_3.38 W,38_56.96 N,21-Jul-13,N/A
217413,77_1.35 W,38_54.19 N,21-Jul-13,N/A
1087,77_0.54 W,38_57.04 N,23-Jul-13,transect
4499,77_1.14 W,38_56.13 N,28-Jul-13,second_transect
3686,77_2.41 W,38_56.31 N,01-Aug-13,transect
7193,77_2.82 W,38_55.44 N,10-Aug-13,transect
2089,77_1.67 W,38_56.82 N,11-Aug-13,transect
10036,77_3.71 W,38_54.68 N,16-Aug-13,transect
128411,77_0.32 W,38_55.56 N,19-Aug-13,
96293,77_3.69 W,38_56.05 N,19-Aug-13,
209182,77_2.97 W,38_54.32 N,19-Aug-13,
158700,77_0.76 W,38_55.1 N,19-Aug-13,
208383,77_1.57 W,38_54.33 N,19-Aug-13,
196135,77_0.86 W,38_54.52 N,19-Aug-13,
175102,77_2.52 W,38_54.84 N,19-Aug-13,
164387,77_0.77 W,38_55.01 N,19-Aug-13,
35138,77_3.77 W,38_56.99 N,19-Aug-13,
55693,77_1.03 W,38_57.44 N,19-Aug-13,
189146,77_4.16 W,38_54.62 N,19-Aug-13,
14573,77_1.05 W,38_57.31 N,19-Aug-13,
51954,77_1.66 W,38_56.73 N,19-Aug-13,
93845,76_59.98 W,38_56.09 N,19-Aug-13,
106829,77_2.68 W,38_55.89 N,19-Aug-13,
51923,77_1.95 W,38_56.73 N,19-Aug-13,
129888,77_4.24 W,38_55.53 N,19-Aug-13,
93195,77_1.63 W,38_56.1 N,19-Aug-13,
116290,77_2.85 W,38_55.74 N,19-Aug-13,
117680,77_3.15 W,38_55.72 N,19-Aug-13,
15655,77_4.23 W,38_57.28 N,19-Aug-13,
170155,77_0.02 W,38_54.92 N,19-Aug-13,
52446,77_1.49 W,38_56.73 N,19-Aug-13,
6021,77_1.24 W,38_57.44 N,19-Aug-13,
200025,76_59.95 W,38_54.46 N,19-Aug-13,
143866,77_2.07 W,38_55.32 N,19-Aug-13,
173836,77_1.06 W,38_54.86 N,19-Aug-13,
6626,77_2.59 W,38_57.52 N,19-Aug-13,
102878,77_4.16 W,38_55.95 N,19-Aug-13,
129189,77_1.91 W,38_55.55 N,19-Aug-13,
182056,77_3.98 W,38_54.73 N,19-Aug-13,
171293,77_2.68 W,38_54.9 N,19-Aug-13,
118798,77_1.56 W,38_55.71 N,19-Aug-13,
104252,77_0.18 W,38_55.93 N,19-Aug-13,
94323,76_59.95 W,38_56.08 N,19-Aug-13,
186640,77_1 W,38_54.67 N,19-Aug-13,
53908,77_1.11 W,38_56.7 N,19-Aug-13,
148688,77_1.3 W,38_55.25 N,19-Aug-13,
61629,77_4.27 W,38_56.58 N,19-Aug-13,
104788,77_4.03 W,38_55.92 N,19-Aug-13,
94575,77_2.02 W,38_56.08 N,19-Aug-13,
143178,77_4.07 W,38_55.33 N,19-Aug-13,
62391,77_1.57 W,38_56.57 N,19-Aug-13,
159027,77_2.13 W,38_55.09 N,19-Aug-13,
158639,77_1.33 W,38_55.1 N,19-Aug-13,
194451,77_3.31 W,38_54.54 N,19-Aug-13,
50180,77_0.52 W,38_56.76 N,19-Aug-13,
79559,77_0.6 W,38_56.31 N,19-Aug-13,
61302,77_2.89 W,38_56.59 N,19-Aug-13,
122115,77_1.57 W,38_55.66 N,19-Aug-13,
120788,77_0.68 W,38_55.68 N,19-Aug-13,
73063,77_3.72 W,38_56.41 N,19-Aug-13,
160452,77_2.11 W,38_55.07 N,19-Aug-13,
107958,77_0.98 W,38_55.87 N,19-Aug-13,
62625,77_3.82 W,38_56.57 N,19-Aug-13,
70206,77_3.85 W,38_56.45 N,19-Aug-13,
122240,77_0.4 W,38_55.66 N,19-Aug-13,
26431,77_0.97 W,38_57.12 N,19-Aug-13,
116338,77_2.41 W,38_55.74 N,19-Aug-13,
20332,77_0.39 W,38_57.22 N,19-Aug-13,
89111,76_59.93 W,38_56.16 N,19-Aug-13,
201600,77_2.95 W,38_54.43 N,19-Aug-13,
16370,77_1.98 W,38_57.28 N,19-Aug-13,
151557,77_1.07 W,38_55.2 N,19-Aug-13,
117403,77_1.31 W,38_55.73 N,19-Aug-13,
194742,77_0.59 W,38_54.54 N,19-Aug-13,
102543,77_2.86 W,38_55.95 N,19-Aug-13,
88479,77_1.4 W,38_56.17 N,19-Aug-13,
160349,77_3.07 W,38_55.07 N,19-Aug-13,
184503,77_3.26 W,38_54.7 N,19-Aug-13,
63068,77_4.11 W,38_56.56 N,19-Aug-13,
99687,77_2.98 W,38_56 N,19-Aug-13,
127647,77_3.03 W,38_55.57 N,19-Aug-13,
160968,77_1.71 W,38_55.06 N,19-Aug-13,
189223,77_3.44 W,38_54.62 N,19-Aug-13,
42363,77_2.7 W,38_56.88 N,19-Aug-13,
149892,77_3.34 W,38_55.23 N,19-Aug-13,
54723,77_2.36 W,38_56.69 N,19-Aug-13,
38863,77_3.47 W,38_57.47 N,19-Aug-13,
125456,77_1.36 W,38_55.6 N,19-Aug-13,
148852,77_4.2 W,38_55.24 N,19-Aug-13,
24401,77_2.23 W,38_57.15 N,19-Aug-13,
202800,77_0.59 W,38_54.42 N,19-Aug-13,
91340,77_1.25 W,38_56.13 N,19-Aug-13,
205841,77_3.18 W,38_54.37 N,19-Aug-13,
60470,77_1.81 W,38_56.6 N,19-Aug-13,
71933,77_0.99 W,38_56.43 N,19-Aug-13,
106039,77_1.2 W,38_55.9 N,19-Aug-13,
35650,77_3.42 W,38_56.98 N,19-Aug-13,
111998,77_3.1 W,38_55.81 N,19-Aug-13,
51112,77_0.67 W,38_56.75 N,19-Aug-13,
179163,77_0 W,38_54.78 N,19-Aug-13,
5779,77_1.33 W,38_55.82 N,20-Aug-13,transect
8763,77_1.41 W,38_54.99 N,24-Aug-13,transect
7343,77_2.96 W,38_55.41 N,01-Sep-13,transect
6485,77_2.53 W,38_55.63 N,07-Sep-13,transect
5577,77_1.11 W,38_55.87 N,16-Sep-13,transect
9483,77_3.04 W,38_54.85 N,18-Sep-13,transect
5178,77_1.83 W,38_55.95 N,20-Sep-13,thirdtransect
11504,77_1.84 W,38_54.27 N,20-Sep-13,transect
7925,77_3.13 W,38_55.23 N,21-Sep-13,transect
9932,77_3.71 W,38_54.71 N,26-Sep-13,transect
87489,77_1.8 W,38_56.19 N,27-Sep-13,other
19427,76_59.98 W,38_57.23 N,27-Sep-13,other
172329,77_1.85 W,38_54.88 N,27-Sep-13,other
211037,77_3.35 W,38_54.29 N,27-Sep-13,other
32996,77_1.64 W,38_57.02 N,27-Sep-13,other
55530,77_3.68 W,38_56.67 N,27-Sep-13,other
128486,77_4.05 W,38_55.55 N,27-Sep-13,other
215288,77_3.49 W,38_54.22 N,27-Sep-13,other
182712,77_2.27 W,38_54.72 N,27-Sep-13,other
139393,77_4 W,38_55.39 N,27-Sep-13,other
130644,77_1.6 W,38_55.52 N,27-Sep-13,other
64013,77_4.14 W,38_56.54 N,27-Sep-13,other
69740,77_3.77 W,38_56.46 N,27-Sep-13,other
49803,77_4.04 W,38_56.76 N,27-Sep-13,other
94477,77_2.94 W,38_56.08 N,27-Sep-13,other
17747,77_2.4 W,38_57.26 N,27-Sep-13,other
116195,77_3.74 W,38_55.74 N,27-Sep-13,other
56486,77_3.6 W,38_56.66 N,27-Sep-13,other
40001,77_2.41 W,38_57.47 N,27-Sep-13,other
49615,77_1.37 W,38_56.77 N,27-Sep-13,other
162458,77_1.08 W,38_55.04 N,27-Sep-13,other
29782,77_0.67 W,38_57.07 N,27-Sep-13,other
87916,77_2.24 W,38_56.18 N,27-Sep-13,other
101245,77_1.7 W,38_55.98 N,27-Sep-13,other
125633,77_4.14 W,38_55.6 N,27-Sep-13,other
3878,77_3.55 W,38_57.47 N,27-Sep-13,other
86615,77_1.11 W,38_56.2 N,27-Sep-13,other
105239,77_4.25 W,38_55.91 N,27-Sep-13,other
152584,77_0.33 W,38_55.19 N,27-Sep-13,other
17403,77_1.18 W,38_57.26 N,27-Sep-13,other
175241,77_1.22 W,38_54.84 N,27-Sep-13,other
81513,77_0.06 W,38_56.28 N,27-Sep-13,other
20589,77_2.41 W,38_57.21 N,27-Sep-13,other
47594,77_2.54 W,38_56.8 N,27-Sep-13,other
205216,77_0.16 W,38_54.38 N,27-Sep-13,other
127386,77_1.04 W,38_55.58 N,27-Sep-13,other
171050,77_0.52 W,38_54.91 N,27-Sep-13,other
88844,77_2.42 W,38_56.16 N,27-Sep-13,other
153449,77_1.11 W,38_55.18 N,27-Sep-13,other
33289,77_3.33 W,38_57.02 N,27-Sep-13,other
178040,77_1.64 W,38_54.8 N,27-Sep-13,other
110583,77_3.03 W,38_55.83 N,27-Sep-13,other
26562,77_4.18 W,38_57.12 N,27-Sep-13,other
145114,77_3.7 W,38_55.3 N,27-Sep-13,other
184221,77_1.46 W,38_54.7 N,27-Sep-13,other
118477,77_0.13 W,38_55.71 N,27-Sep-13,other
177232,77_0.33 W,38_54.81 N,27-Sep-13,other
26068,76_59.94 W,38_57.13 N,27-Sep-13,other
134961,77_1.12 W,38_55.46 N,27-Sep-13,other
40533,77_2.08 W,38_56.91 N,27-Sep-13,other
44544,77_0.03 W,38_56.85 N,27-Sep-13,other
63892,77_0.83 W,38_56.55 N,27-Sep-13,other
71146,77_3.92 W,38_56.43 N,27-Sep-13,other
162676,77_3.47 W,38_55.03 N,27-Sep-13,other
217230,77_3.06 W,38_54.19 N,27-Sep-13,other
207303,77_2.81 W,38_54.35 N,27-Sep-13,other
185998,77_2.57 W,38_54.67 N,27-Sep-13,other
177835,77_3.56 W,38_54.8 N,27-Sep-13,other
161674,77_3.98 W,38_55.04 N,27-Sep-13,other
81497,77_0.21 W,38_56.28 N,27-Sep-13,other
43070,77_0.52 W,38_56.87 N,27-Sep-13,other
173149,77_3.05 W,38_54.87 N,27-Sep-13,other
178000,77_2.01 W,38_54.8 N,27-Sep-13,other
172757,77_2.28 W,38_54.88 N,27-Sep-13,other
57999,77_2.75 W,38_56.64 N,27-Sep-13,other
96884,77_2.59 W,38_56.04 N,27-Sep-13,other
180736,77_3.02 W,38_54.75 N,27-Sep-13,other
163755,77_2.25 W,38_55.02 N,27-Sep-13,other
35099,77_4.14 W,38_56.99 N,27-Sep-13,other
69322,77_3.25 W,38_56.46 N,27-Sep-13,other
109276,77_1.96 W,38_55.85 N,27-Sep-13,other
43402,77_1.84 W,38_56.86 N,27-Sep-13,other
3053,77_2.4 W,38_57.48 N,27-Sep-13,other
144221,77_3.18 W,38_55.31 N,27-Sep-13,other
83118,77_2.78 W,38_56.25 N,27-Sep-13,other
55332,77_1.1 W,38_56.68 N,27-Sep-13,other
160886,77_2.48 W,38_55.06 N,27-Sep-13,other
77689,77_0.36 W,38_56.34 N,27-Sep-13,other
53747,77_2.62 W,38_56.7 N,27-Sep-13,other
9723,77_1.73 W,38_54.78 N,27-Sep-13,transect
107024,77_0.85 W,38_55.89 N,27-Sep-13,other
197549,77_0.94 W,38_54.5 N,27-Sep-13,other
189273,77_2.98 W,38_54.62 N,27-Sep-13,other
19357,77_0.64 W,38_57.23 N,27-Sep-13,other
215902,77_2.18 W,38_54.22 N,27-Sep-13,other
185651,77_1.39 W,38_54.68 N,27-Sep-13,other
162199,77_3.5 W,38_55.04 N,27-Sep-13,other
171412,77_1.56 W,38_54.9 N,27-Sep-13,other
179709,77_3.76 W,38_54.77 N,27-Sep-13,other
135586,77_4.14 W,38_55.44 N,27-Sep-13,other
47616,77_2.33 W,38_56.8 N,27-Sep-13,other
167203,77_1.03 W,38_54.96 N,27-Sep-13,other
215301,77_3.37 W,38_54.22 N,27-Sep-13,other
10484,77_1.43 W,38_54.53 N,06-Oct-13,transect
8677,77_1.23 W,38_55.02 N,10-Oct-13,transect
4507,77_0.51 W,38_56.13 N,21-Oct-13,transect
3446,77_1.5 W,38_56.4 N,22-Oct-13,transect
1459,77_0.9 W,38_56.97 N,24-Oct-13,transect
836,77_0.74 W,38_57.09 N,24-Oct-13,transect
1470,77_0.54 W,38_56.97 N,28-Oct-13,transect
11181,77_1.11 W,38_54.35 N,04-Nov-13,TRANSECT
5335,77_2.6 W,38_55.92 N,12-Nov-13,transect
4909,77_1.51 W,38_56 N,22-Nov-13,transect
25010,77_0.97 W,38_57.15 N,28-Nov-13,nontransect
135852,77_1.66 W,38_55.44 N,28-Nov-13,nontransect
114371,77_3.07 W,38_55.77 N,28-Nov-13,nontransect
212521,77_2.77 W,38_54.27 N,28-Nov-13,nontransect
131845,77_3.67 W,38_55.5 N,28-Nov-13,nontransect
58746,77_0.2 W,38_56.63 N,28-Nov-13,nontransect
40929,77_2.81 W,38_56.9 N,28-Nov-13,nontransect
178105,77_1.03 W,38_54.8 N,28-Nov-13,nontransect
114841,77_3.11 W,38_55.76 N,28-Nov-13,nontransect
49539,77_2.08 W,38_56.77 N,28-Nov-13,nontransect
214263,77_4.21 W,38_54.24 N,28-Nov-13,nontransect
160866,77_2.67 W,38_55.06 N,28-Nov-13,nontransect
156396,77_0.14 W,38_55.13 N,28-Nov-13,nontransect
49088,77_1.86 W,38_56.78 N,28-Nov-13,nontransect
198793,77_2.6 W,38_54.48 N,28-Nov-13,nontransect
138858,77_0.14 W,38_55.4 N,28-Nov-13,nontransect
46972,77_3.92 W,38_56.81 N,28-Nov-13,nontransect
92502,77_3.68 W,38_56.11 N,28-Nov-13,nontransect
31905,77_2.98 W,38_57.04 N,28-Nov-13,nontransect
25675,77_3.61 W,38_57.13 N,28-Nov-13,nontransect
24445,77_1.82 W,38_57.15 N,28-Nov-13,nontransect
102670,77_1.68 W,38_55.95 N,28-Nov-13,nontransect
91305,77_1.57 W,38_56.13 N,28-Nov-13,nontransect
5198,77_0.07 W,38_57.45 N,28-Nov-13,nontransect
43046,77_0.74 W,38_56.87 N,28-Nov-13,nontransect
212582,77_2.2 W,38_54.27 N,28-Nov-13,nontransect
22225,77_0.41 W,38_57.19 N,28-Nov-13,nontransect
33961,77_1.48 W,38_57.01 N,28-Nov-13,nontransect
125162,77_4.11 W,38_55.6 N,28-Nov-13,nontransect
100604,77_3.27 W,38_55.98 N,28-Nov-13,nontransect
22496,77_2.31 W,38_57.18 N,28-Nov-13,nontransect
34953,77_1.07 W,38_56.99 N,28-Nov-13,nontransect
36198,77_2.72 W,38_56.97 N,28-Nov-13,nontransect
27482,77_0.01 W,38_57.11 N,28-Nov-13,nontransect
144719,77_2.96 W,38_55.31 N,28-Nov-13,nontransect
13350,77_3.62 W,38_57.32 N,28-Nov-13,nontransect
32392,77_2.85 W,38_57.03 N,28-Nov-13,nontransect
58206,77_0.82 W,38_56.64 N,28-Nov-13,nontransect
193282,77_0.95 W,38_54.56 N,28-Nov-13,nontransect
47744,77_1.13 W,38_56.8 N,28-Nov-13,nontransect
17300,77_2.14 W,38_57.26 N,28-Nov-13,nontransect
52925,77_1.44 W,38_56.72 N,28-Nov-13,nontransect
105738,77_4.01 W,38_55.9 N,28-Nov-13,nontransect
147192,77_1.99 W,38_55.27 N,28-Nov-13,nontransect
211266,77_1.21 W,38_54.29 N,28-Nov-13,nontransect
109498,77_4.31 W,38_55.84 N,28-Nov-13,nontransect
38309,77_0.71 W,38_56.94 N,28-Nov-13,nontransect
24268,77_3.47 W,38_57.15 N,28-Nov-13,nontransect
159689,77_0.38 W,38_55.08 N,28-Nov-13,nontransect
172461,77_0.62 W,38_54.88 N,28-Nov-13,nontransect
113601,77_1.4 W,38_55.79 N,28-Nov-13,nontransect
113214,77_0.59 W,38_55.79 N,28-Nov-13,nontransect
166668,77_1.6 W,38_54.97 N,28-Nov-13,nontransect
113770,77_4.26 W,38_55.78 N,28-Nov-13,nontransect
4121,77_1.27 W,38_57.47 N,28-Nov-13,nontransect
22505,77_2.23 W,38_57.18 N,28-Nov-13,nontransect
191909,77_0.49 W,38_54.59 N,28-Nov-13,nontransect
183963,77_3.87 W,38_54.7 N,28-Nov-13,nontransect
175020,77_3.28 W,38_54.84 N,28-Nov-13,nontransect
75193,77_1.54 W,38_56.38 N,28-Nov-13,nontransect
31481,77_2.51 W,38_57.04 N,28-Nov-13,nontransect
164516,77_3.99 W,38_55 N,28-Nov-13,nontransect
129317,77_0.71 W,38_55.55 N,28-Nov-13,nontransect
85656,77_1.21 W,38_56.22 N,28-Nov-13,nontransect
175684,77_1.51 W,38_54.83 N,28-Nov-13,nontransect
67303,76_59.96 W,38_56.5 N,28-Nov-13,nontransect
169667,77_0.15 W,38_54.93 N,28-Nov-13,nontransect
122091,77_1.8 W,38_55.66 N,28-Nov-13,nontransect
121660,77_1.4 W,38_55.66 N,28-Nov-13,nontransect
197424,77_2.11 W,38_54.5 N,28-Nov-13,nontransect
49914,77_3 W,38_56.76 N,28-Nov-13,nontransect
97379,77_2.4 W,38_56.03 N,28-Nov-13,nontransect
181780,77_2.12 W,38_54.74 N,28-Nov-13,nontransect
172421,77_0.99 W,38_54.88 N,28-Nov-13,nontransect
204739,77_0.19 W,38_54.39 N,28-Nov-13,nontransect
34001,77_3.58 W,38_57.47 N,28-Nov-13,nontransect
45936,77_0.31 W,38_56.83 N,09-Dec-13,nontransect
165156,77_2.44 W,38_54.99 N,09-Dec-13,nontransect
45062,77_4.05 W,38_56.83 N,09-Dec-13,nontransect
148984,77_2.97 W,38_55.24 N,09-Dec-13,nontransect
181144,77_3.64 W,38_54.75 N,09-Dec-13,nontransect
23506,77_1.73 W,38_57.17 N,09-Dec-13,nontransect
150590,77_1.25 W,38_55.22 N,09-Dec-13,nontransect
63018,77_0.14 W,38_56.57 N,09-Dec-13,nontransect
20505,77_3.2 W,38_57.21 N,09-Dec-13,nontransect
191918,77_0.4 W,38_54.59 N,09-Dec-13,nontransect
117161,77_1.17 W,38_57.35 N,09-Dec-13,nontransect
116168,77_3.99 W,38_55.74 N,09-Dec-13,nontransect
18175,77_2.83 W,38_57.25 N,09-Dec-13,nontransect
96170,77_0.4 W,38_56.06 N,09-Dec-13,nontransect
98166,77_3.9 W,38_56.02 N,09-Dec-13,nontransect
160372,77_2.85 W,38_55.07 N,09-Dec-13,nontransect
10806,77_0.82 W,38_57.36 N,09-Dec-13,nontransect
50698,77_0.11 W,38_56.75 N,09-Dec-13,nontransect
77407,77_2.99 W,38_56.34 N,09-Dec-13,nontransect
132329,77_3.57 W,38_55.5 N,09-Dec-13,nontransect
105538,77_1.45 W,38_55.91 N,09-Dec-13,nontransect
92084,77_3.15 W,38_56.11 N,09-Dec-13,nontransect
152007,77_1.29 W,38_55.2 N,09-Dec-13,nontransect
121452,77_3.34 W,38_55.66 N,09-Dec-13,nontransect
119662,77_2.35 W,38_55.69 N,09-Dec-13,nontransect
114473,77_2.12 W,38_55.77 N,09-Dec-13,nontransect
94889,77_3.52 W,38_56.07 N,09-Dec-13,nontransect
202341,77_0.45 W,38_54.43 N,09-Dec-13,nontransect
125442,77_1.49 W,38_55.6 N,09-Dec-13,nontransect
26313,77_2.08 W,38_57.12 N,09-Dec-13,nontransect
61383,77_2.13 W,38_56.59 N,09-Dec-13,nontransect
78157,77_0.41 W,38_56.33 N,09-Dec-13,nontransect
78792,77_3.34 W,38_56.32 N,09-Dec-13,nontransect
116278,77_2.97 W,38_55.74 N,09-Dec-13,nontransect
70907,77_1.72 W,38_56.44 N,09-Dec-13,nontransect
129175,77_2.04 W,38_55.55 N,09-Dec-13,nontransect
1755,77_1.24 W,38_57.5 N,09-Dec-13,nontransect
145137,77_3.48 W,38_55.3 N,09-Dec-13,nontransect
141129,77_1.07 W,38_55.36 N,09-Dec-13,nontransect
17019,77_0.34 W,38_57.27 N,09-Dec-13,nontransect
170148,77_0.09 W,38_54.92 N,09-Dec-13,nontransect
198819,77_2.36 W,38_54.48 N,09-Dec-13,nontransect
78114,77_0.82 W,38_56.33 N,09-Dec-13,nontransect
194250,77_0.76 W,38_54.55 N,09-Dec-13,nontransect
174296,77_1.19 W,38_54.86 N,09-Dec-13,nontransect
148900,77_3.75 W,38_55.24 N,09-Dec-13,nontransect
115054,77_1.11 W,38_55.76 N,09-Dec-13,nontransect
186425,77_3.01 W,38_54.67 N,09-Dec-13,nontransect
149301,77_0 W,38_55.24 N,09-Dec-13,nontransect
109168,77_2.97 W,38_55.85 N,09-Dec-13,nontransect
32983,77_1.76 W,38_57.02 N,09-Dec-13,nontransect
101549,77_3.29 W,38_55.97 N,09-Dec-13,nontransect
77114,77_1.3 W,38_56.35 N,09-Dec-13,nontransect
178411,77_2.6 W,38_54.79 N,09-Dec-13,nontransect
162952,77_0.89 W,38_55.03 N,09-Dec-13,nontransect
108397,77_1.31 W,38_55.87 N,09-Dec-13,nontransect
95898,77_2.95 W,38_56.06 N,09-Dec-13,nontransect
39704,77_0.97 W,38_56.92 N,09-Dec-13,nontransect
86828,77_3.55 W,38_56.19 N,09-Dec-13,nontransect
177795,77_3.93 W,38_54.8 N,09-Dec-13,nontransect
130280,77_0.57 W,38_55.53 N,09-Dec-13,nontransect
116499,77_0.9 W,38_55.74 N,09-Dec-13,nontransect
147047,77_3.35 W,38_55.27 N,09-Dec-13,nontransect
121581,77_2.13 W,38_55.66 N,09-Dec-13,nontransect
74712,77_1.6 W,38_56.38 N,09-Dec-13,nontransect
94512,77_2.61 W,38_56.08 N,09-Dec-13,nontransect
78974,77_1.64 W,38_56.32 N,09-Dec-13,nontransect
74141,77_1.51 W,38_57.42 N,09-Dec-13,nontransect
145885,77_0.92 W,38_55.29 N,09-Dec-13,nontransect
114725,77_4.19 W,38_55.76 N,09-Dec-13,nontransect
206306,77_3.27 W,38_54.36 N,09-Dec-13,nontransect
207155,77_4.19 W,38_54.35 N,09-Dec-13,nontransect
214004,77_2.2 W,38_54.24 N,09-Dec-13,nontransect
75369,77_4.32 W,38_56.37 N,09-Dec-13,nontransect
152247,77_3.48 W,38_55.19 N,09-Dec-13,nontransect
186334,77_3.86 W,38_54.67 N,09-Dec-13,nontransect
89334,77_2.27 W,38_56.16 N,09-Dec-13,nontransect
116247,77_3.26 W,38_55.74 N,09-Dec-13,nontransect
11966,77_3.27 W,38_57.34 N,09-Dec-13,nontransect
64049,77_3.8 W,38_56.54 N,09-Dec-13,nontransect
171805,77_2.32 W,38_54.89 N,09-Dec-13,nontransect
55212,77_2.22 W,38_56.68 N,09-Dec-13,nontransect
92331,77_0.84 W,38_56.11 N,09-Dec-13,nontransect
23433,77_2.41 W,38_57.17 N,09-Dec-13,nontransect
114759,77_3.87 W,38_55.76 N,09-Dec-13,nontransect
63472,77_0.33 W,38_56.56 N,09-Dec-13,nontransect
183071,77_3.35 W,38_54.72 N,09-Dec-13,nontransect
193965,77_3.42 W,38_54.55 N,09-Dec-13,nontransect
8391,77_1.04 W,38_55.1 N,11-Dec-13,second_transect
9803,77_3.27 W,38_54.75 N,20-Dec-13,transect
3524,77_2.18 W,38_56.36 N,23-Dec-13,transect
11552,77_1.36 W,38_54.26 N,23-Dec-13,transect
4247,77_2.55 W,38_56.18 N,26-Dec-13,transect
10715,77_1.33 W,38_54.45 N,27-Dec-13,transect3
6656,77_2.21 W,38_55.59 N,31-Dec-13,transect
1104,77_1.43 W,38_57.04 N,01-Jan-14,transect
4445,77_2.56 W,38_56.14 N,05-Jan-14,transect
5732,77_3.94 W,38_57.44 N,15-Jan-14,NA
148212,77_1.32 W,38_55.26 N,15-Jan-14,NA
106463,77_1.67 W,38_55.9 N,15-Jan-14,NA
97848,77_2.44 W,38_56.03 N,15-Jan-14,NA
117546,76_59.97 W,38_55.73 N,15-Jan-14,NA
76232,77_0.68 W,38_56.36 N,15-Jan-14,NA
28795,77_1.03 W,38_57.09 N,15-Jan-14,NA
158615,77_1.55 W,38_55.1 N,15-Jan-14,NA
14001,77_1.97 W,38_57.31 N,15-Jan-14,NA
1234,77_3.2 W,38_57.52 N,15-Jan-14,NA
179879,77_2.17 W,38_54.77 N,15-Jan-14,NA
106711,77_3.78 W,38_55.89 N,15-Jan-14,NA
89828,77_2.09 W,38_56.15 N,15-Jan-14,NA
52072,77_0.55 W,38_56.73 N,15-Jan-14,NA
213704,77_0.57 W,38_54.25 N,15-Jan-14,NA
209513,77_4.3 W,38_54.31 N,15-Jan-14,NA
216824,77_2.42 W,38_54.2 N,15-Jan-14,NA
136049,77_4.25 W,38_55.44 N,15-Jan-14,NA
214377,77_3.14 W,38_54.24 N,15-Jan-14,NA
10109,77_2.9 W,38_57.37 N,15-Jan-14,NA
103500,77_2.78 W,38_55.94 N,15-Jan-14,NA
70074,77_0.65 W,38_56.46 N,15-Jan-14,NA
